gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_0516	protein_coding	79	370	154	90	34	56
Gene_0517	protein_coding	2283	1624	397	661	1300	1041
Gene_0518	protein_coding	1063	1822	1439	1194	1766	811
Gene_0519	protein_coding	336	882	428	1581	3028	459
Gene_0520	protein_coding	402	349	957	910	763	595
Gene_0521	lncRNA	0	37	0	68	7437	4
Gene_0522	pseudogene	1102	1016	2524	438	875	757
Gene_0523	lncRNA	2550	2150	1503	2684	2807	1944
Gene_0524	protein_coding	644	799	409	454	1124	922
Gene_0525	protein_coding	178	168	10	55	69	69
Gene_0526	protein_coding	2507	2804	1739	2162	1737	2223
Gene_0527	protein_coding	248	205	203	204	446	439
Gene_0528	pseudogene	991	1948	1815	2142	890	300
Gene_0529	protein_coding	383	266	223	395	403	356
Gene_0530	protein_coding	333	642	980	547	739	450
Gene_0531	lncRNA	535	815	584	584	676	798
Gene_0532	protein_coding	1083	1841	509	2283	1057	1724
Gene_0533	lncRNA	447	332	301	557	525	698
Gene_0534	protein_coding	262	121	394	126	427	260
Gene_0535	protein_coding	1134	929	246	480	735	414
Gene_0536	protein_coding	33	29	89	555	585	981
Gene_0537	protein_coding	401	2346	508	1202	1371	43
Gene_0538	protein_coding	848	885	732	928	2145	305
Gene_0539	protein_coding	1771	3582	2054	2386	3568	3079
Gene_0540	protein_coding	422	375	843	583	334	671
Gene_0541	protein_coding	1698	1959	725	997	1221	1266
Gene_0542	pseudogene	1178	488	667	1356	814	930
Gene_0543	protein_coding	1051	1834	1373	733	1416	976
Gene_0544	protein_coding	878	1168	405	464	370	216
Gene_0545	protein_coding	442	1572	2190	1042	2106	473
Gene_0546	lncRNA	510	400	281	895	465	900
Gene_0547	protein_coding	1008	1374	1765	1786	1508	1136
Gene_0548	protein_coding	57	34	87	96	140	201
Gene_0549	protein_coding	2048	2433	1827	728	1690	2076
Gene_0550	protein_coding	2428	56	1543	265	967	147
Gene_0551	pseudogene	919	884	373	1087	578	131
Gene_0552	protein_coding	595	885	1189	602	694	636
Gene_0553	protein_coding	451	735	123	586	644	458
Gene_0554	protein_coding	2029	1701	1664	2278	1349	1016
Gene_0555	protein_coding	3039	1619	1399	1107	5788	675
Gene_0556	protein_coding	246	219	312	596	204	278
Gene_0557	pseudogene	291	522	413	1248	896	355
Gene_0558	protein_coding	648	1567	3480	1025	628	2968
Gene_0559	lncRNA	23	174	442	159	744	94
Gene_0560	lncRNA	1099	1844	1298	390	1472	555
Gene_0561	lncRNA	1045	339	63	255	0	395
Gene_0562	protein_coding	893	739	381	431	786	469
Gene_0563	protein_coding	3019	818	210	1919	2305	2210
Gene_0564	protein_coding	1258	480	208	1281	1980	1652
Gene_0565	protein_coding	498	1886	833	903	474	1918
Gene_0566	protein_coding	567	379	271	684	460	551
Gene_0567	protein_coding	408	908	454	616	182	1655
Gene_0568	protein_coding	603	837	442	1152	760	817
Gene_0569	protein_coding	93	103	230	123	282	81
Gene_0570	lncRNA	1051	207	1683	1342	135	2200
Gene_0571	protein_coding	280	1056	2072	1189	1051	1187
Gene_0572	protein_coding	236	363	695	714	447	1162
Gene_0573	pseudogene	977	1701	3166	436	2044	1032
Gene_0574	protein_coding	892	450	1529	1271	896	228
Gene_0575	protein_coding	1031	1063	538	621	1201	3399
Gene_0576	protein_coding	67	100	25	70	38	82
Gene_0577	protein_coding	649	658	1010	2685	2764	556
Gene_0578	protein_coding	1058	953	549	106	300	1235
Gene_0579	protein_coding	527	423	340	448	488	773
Gene_0580	protein_coding	422	227	150	302	345	297
Gene_0581	protein_coding	1066	557	1725	864	971	892
Gene_0582	pseudogene	1283	1639	745	1264	745	2231
Gene_0583	protein_coding	209	204	134	252	361	196
Gene_0584	protein_coding	152	117	172	177	344	140
Gene_0585	protein_coding	300	481	429	210	349	361
Gene_0586	protein_coding	1569	672	774	887	520	645
Gene_0587	pseudogene	1096	2282	279	1711	118	1399
Gene_0588	pseudogene	2448	784	253	1388	461	447
Gene_0589	protein_coding	415	522	449	552	145	475
Gene_0590	protein_coding	264	325	615	697	393	499
Gene_0591	protein_coding	1050	648	1074	1974	902	1504
Gene_0592	lncRNA	2849	2183	2444	2823	1619	1864
Gene_0593	protein_coding	790	784	568	460	673	1310
Gene_0594	pseudogene	655	995	1153	782	783	537
Gene_0595	lncRNA	95	53	103	101	95	79
Gene_0596	protein_coding	482	141	278	605	1466	2165
Gene_0597	protein_coding	82	48	47	86	49	100
Gene_0598	protein_coding	1208	438	647	509	1268	278
Gene_0599	protein_coding	351	717	777	818	184	492
Gene_0600	protein_coding	1221	664	860	1011	704	1469
Gene_0601	protein_coding	496	672	496	843	430	564
Gene_0602	protein_coding	70	0	185	24	867	5
Gene_0603	lncRNA	567	256	416	550	224	304
Gene_0604	protein_coding	605	709	256	115	178	139
Gene_0605	protein_coding	853	123	478	180	203	764
Gene_0606	protein_coding	61	136	114	97	62	44
Gene_0607	lncRNA	812	486	441	420	701	768
Gene_0608	protein_coding	234	171	405	119	489	428
Gene_0609	protein_coding	1644	2360	1156	1224	2132	614
Gene_0610	protein_coding	173	230	164	120	180	104
Gene_0611	protein_coding	1625	1420	990	1949	742	279
Gene_0612	protein_coding	855	443	56	116	350	60
Gene_0613	protein_coding	1482	431	133	409	1580	96
Gene_0614	protein_coding	2853	2470	3476	6603	2171	6808
Gene_0615	lncRNA	2307	331	1098	2213	1070	1070
Gene_0616	pseudogene	881	1381	564	1163	888	467
Gene_0617	protein_coding	355	623	317	570	440	299
Gene_0618	protein_coding	1495	2137	1340	659	896	548
Gene_0619	protein_coding	251	422	1152	849	317	1551
Gene_0620	protein_coding	255	13	805	766	190	538
Gene_0621	protein_coding	509	110	266	103	174	437
Gene_0622	protein_coding	860	1203	2301	1396	671	860
Gene_0623	protein_coding	3621	1007	3649	2095	562	1222
Gene_0624	protein_coding	932	3734	1707	1469	890	786
Gene_0625	protein_coding	716	576	651	751	319	870
Gene_0626	protein_coding	1247	1389	3069	1701	1031	719
Gene_0627	protein_coding	3001	2653	1642	1982	1528	1605
Gene_0628	protein_coding	97	102	233	124	137	56
Gene_0629	protein_coding	155	13	240	278	94	243
Gene_0630	protein_coding	71	327	85	316	22	735
Gene_0631	protein_coding	412	372	447	295	436	317
Gene_0632	protein_coding	5	6276	357	25	17068	2
Gene_0633	protein_coding	2072	157	512	678	1159	1165
Gene_0634	protein_coding	1383	1037	825	913	1143	1250
Gene_0635	protein_coding	4277	4320	7821	7815	7389	7992
Gene_0636	protein_coding	619	0	174	0	3	2
Gene_0637	protein_coding	290	113	268	63	540	151
Gene_0638	protein_coding	29	51	135	229	131	104
Gene_0639	lncRNA	1611	5049	4163	2508	1991	1155
Gene_0640	protein_coding	1803	1710	1881	1226	1668	1614
Gene_0641	protein_coding	1039	1083	996	496	286	458
Gene_0642	protein_coding	799	1421	449	1064	958	4720
Gene_0643	protein_coding	47	1535	1064	792	1249	510
Gene_0644	lncRNA	69	1081	188	251	913	1944
Gene_0645	protein_coding	2508	1921	2642	1999	4059	2550
Gene_0646	protein_coding	385	488	367	228	417	340
Gene_0647	protein_coding	2254	355	571	426	801	1410
Gene_0648	protein_coding	1246	1311	1696	2794	2519	2568
Gene_0649	pseudogene	1105	1334	925	1401	982	1105
Gene_0650	pseudogene	863	769	844	538	443	754
Gene_0651	protein_coding	328	969	611	1560	5750	2575
Gene_0652	pseudogene	79	366	300	856	244	451
Gene_0653	lncRNA	2662	1447	1761	2317	1364	848
Gene_0654	protein_coding	226	406	595	436	555	544
Gene_0655	protein_coding	1031	670	2134	339	546	206
Gene_0656	protein_coding	904	1002	985	516	725	1145
Gene_0657	protein_coding	366	221	558	507	480	317
Gene_0658	protein_coding	258	86	723	703	775	225
Gene_0659	protein_coding	571	874	454	1048	392	638
Gene_0660	protein_coding	2037	4745	3582	3470	3406	3146
Gene_0661	lncRNA	30	113	560	46	201	182
Gene_0662	pseudogene	409	225	255	784	1137	432
Gene_0663	protein_coding	2237	347	1911	2582	1791	1048
Gene_0664	lncRNA	997	680	331	309	410	760
Gene_0665	protein_coding	218	79	468	112	464	138
Gene_0666	lncRNA	219	1249	39	913	751	73
Gene_0667	protein_coding	907	1762	1009	611	1416	741
Gene_0668	protein_coding	548	1520	62	135	91	135
Gene_0669	lncRNA	378	315	993	313	252	209
Gene_0670	protein_coding	458	386	986	1137	1688	1178
Gene_0671	protein_coding	1725	941	1949	1814	1957	2312
Gene_0672	lncRNA	2311	2471	3326	1058	1012	400
Gene_0673	protein_coding	1042	566	3900	3490	466	879
Gene_0674	protein_coding	2714	3075	4303	3136	3060	2204
Gene_0675	protein_coding	8	3687	0	6313	728	1275
Gene_0676	protein_coding	3466	327	885	1852	1719	1326
Gene_0677	protein_coding	770	303	917	1086	602	879
Gene_0678	protein_coding	3200	1481	1078	1138	2875	1992
Gene_0679	protein_coding	1124	982	714	572	662	550
Gene_0680	protein_coding	47	117	83	34	182	377
Gene_0681	protein_coding	1273	739	175	874	277	476
Gene_0682	lncRNA	1114	826	122	1427	142	2472
Gene_0683	protein_coding	252	1679	1176	1057	1190	1587
Gene_0684	pseudogene	3087	1226	265	3184	1694	1304
Gene_0685	protein_coding	1007	890	1613	1219	2778	1239
Gene_0686	lncRNA	1864	1513	1687	1746	1945	1335
Gene_0687	protein_coding	406	990	652	510	474	1303
Gene_0688	protein_coding	767	3163	3179	223	2087	3576
Gene_0689	protein_coding	1212	463	938	826	934	846
Gene_0690	protein_coding	722	489	1305	1460	818	2722
Gene_0691	protein_coding	731	282	1059	646	672	1069
Gene_0692	protein_coding	1544	1606	772	372	459	335
Gene_0693	lncRNA	197	196	124	510	57	64
Gene_0694	lncRNA	1549	239	523	508	333	558
Gene_0695	protein_coding	36	415	138	0	1	52
Gene_0696	protein_coding	219	430	383	201	629	692
Gene_0697	protein_coding	640	221	105	3538	5428	811
Gene_0698	pseudogene	320	286	1319	508	275	361
Gene_0699	pseudogene	1621	1014	2102	955	1533	597
Gene_0700	protein_coding	873	1803	200	795	465	404
Gene_0701	lncRNA	142	74	236	321	465	123
Gene_0702	protein_coding	1789	1436	399	195	581	1759
Gene_0703	protein_coding	2035	456	1603	1393	736	1857
Gene_0704	protein_coding	1596	407	989	560	1064	403
Gene_0705	lncRNA	141	797	1842	201	423	516
Gene_0706	protein_coding	2155	2954	846	788	818	596
Gene_0707	protein_coding	620	411	609	731	248	824
Gene_0708	protein_coding	1961	903	821	1168	566	3502
Gene_0709	protein_coding	54	92	43	89	60	70
Gene_0710	protein_coding	1599	5241	1323	1595	2631	2682
Gene_0711	lncRNA	345	1376	1124	114	1457	908
Gene_0712	lncRNA	937	722	899	469	1061	977
Gene_0713	protein_coding	1039	1546	2184	5494	3480	274
Gene_0714	protein_coding	368	597	454	816	181	547
Gene_0715	lncRNA	3402	5200	4406	3772	2128	1409
Gene_0716	protein_coding	382	232	153	206	132	118
Gene_0717	protein_coding	2797	2138	3460	2217	2856	812
Gene_0718	protein_coding	309	549	503	405	958	675
Gene_0719	protein_coding	1482	783	495	945	1417	720
Gene_0720	protein_coding	976	668	1051	641	1499	884
Gene_0721	protein_coding	608	655	1222	1084	683	241
Gene_0722	protein_coding	0	0	0	128	11	21
Gene_0723	protein_coding	1843	327	592	361	1999	237
Gene_0724	protein_coding	1183	730	5288	1727	709	2129
Gene_0725	protein_coding	1260	1340	2327	1765	1303	2469
Gene_0726	lncRNA	273	173	296	1062	912	1188
Gene_0727	protein_coding	938	407	796	1261	1574	1294
Gene_0728	protein_coding	1528	143	2252	2422	1505	2341
Gene_0729	protein_coding	1936	900	1000	1538	1317	780
Gene_0730	protein_coding	2785	825	2018	2889	173	97
Gene_0731	protein_coding	331	431	6627	344	3410	7444
Gene_0732	pseudogene	758	383	173	799	1552	1047
Gene_0733	pseudogene	436	285	428	761	1104	346
Gene_0734	pseudogene	287	165	900	652	378	324
Gene_0735	protein_coding	81	518	562	203	784	622
Gene_0736	protein_coding	984	600	2242	1511	4687	325
Gene_0737	protein_coding	532	313	553	245	359	415
Gene_0738	protein_coding	422	553	183	552	760	490
Gene_0739	protein_coding	654	337	1582	1171	1300	1060
Gene_0740	lncRNA	698	996	1670	592	826	310
Gene_0741	pseudogene	278	246	164	382	175	200
Gene_0742	protein_coding	1170	286	1383	1133	963	907
Gene_0743	protein_coding	7	44	43	2	10	164
Gene_0744	pseudogene	41	288	68	224	119	268
Gene_0745	lncRNA	814	310	152	719	213	210
Gene_0746	protein_coding	1478	2174	1429	989	2277	1251
Gene_0747	protein_coding	1669	931	1001	3623	473	1728
Gene_0748	lncRNA	1014	731	528	614	1132	1005
Gene_0749	pseudogene	3651	1469	1295	1780	2238	1518
Gene_0750	protein_coding	3	26	266	8	1620	2
Gene_0751	protein_coding	119	401	1341	242	1232	488
Gene_0752	protein_coding	4362	1798	1	973	5	1
Gene_0753	protein_coding	106	270	76	92	40	80
Gene_0754	protein_coding	135	181	515	88	284	157
Gene_0755	protein_coding	1143	850	111	691	468	611
Gene_0756	protein_coding	487	1571	3036	850	653	1112
Gene_0757	protein_coding	903	236	527	375	392	444
Gene_0758	protein_coding	1318	1236	976	1705	1379	1134
Gene_0759	pseudogene	265	259	291	153	320	217
Gene_0760	pseudogene	1440	1511	1132	1334	1164	1290
Gene_0761	pseudogene	2417	493	2387	501	2603	1319
Gene_0762	protein_coding	2722	2096	362	1992	2133	1489
Gene_0763	protein_coding	221	124	23	715	857	59
Gene_0764	protein_coding	1460	2052	1083	1411	1701	2436
Gene_0765	protein_coding	1261	968	1533	1554	1423	1438
Gene_0766	protein_coding	640	597	697	517	1139	78
Gene_0767	pseudogene	148	57	102	352	99	41
Gene_0768	protein_coding	3018	1533	728	762	195	888
Gene_0769	protein_coding	206	165	50	269	64	642
Gene_0770	protein_coding	440	144	65	2531	811	497
Gene_0771	protein_coding	105	104	160	266	174	197
Gene_0772	protein_coding	6239	645	811	33	1951	4028
Gene_0773	protein_coding	547	566	518	518	751	230
Gene_0774	protein_coding	549	444	791	296	1200	648
Gene_0775	protein_coding	855	1419	2219	1081	4077	1448
Gene_0776	protein_coding	272	626	2505	302	175	443
Gene_0777	pseudogene	1173	1434	820	2589	1776	1659
Gene_0778	pseudogene	5064	298	2628	385	1697	3888
Gene_0779	lncRNA	1133	805	520	1557	391	775
Gene_0780	pseudogene	911	653	1357	326	565	670
Gene_0781	protein_coding	4125	1682	2573	7595	2550	1962
Gene_0782	protein_coding	431	469	953	73	266	152
Gene_0783	protein_coding	1617	484	565	462	687	1346
Gene_0784	protein_coding	100	349	312	487	395	793
Gene_0785	protein_coding	2854	2609	1956	812	813	864
Gene_0786	protein_coding	32	508	1046	366	4865	260
Gene_0787	protein_coding	554	464	425	581	699	517
Gene_0788	protein_coding	78	156	377	317	149	120
Gene_0789	protein_coding	407	130	156	925	165	62
Gene_0790	protein_coding	1359	1665	1956	1566	774	1363
Gene_0791	lncRNA	2361	1364	1275	2478	1295	2198
Gene_0792	protein_coding	328	387	679	448	619	686
Gene_0793	protein_coding	2874	1844	2203	1253	2049	1088
Gene_0794	protein_coding	2847	2138	1349	3685	1488	2065
Gene_0795	protein_coding	46	132	0	188	1057	487
Gene_0796	protein_coding	3128	2715	1537	626	827	2211
Gene_0797	protein_coding	1218	260	1084	338	289	311
Gene_0798	protein_coding	1030	471	478	441	595	529
Gene_0799	lncRNA	479	747	561	723	844	772
Gene_0800	protein_coding	441	823	946	871	613	1607
Gene_0801	pseudogene	1493	1442	1764	2157	1340	1725
Gene_0802	lncRNA	160	45	138	221	622	174
Gene_0803	protein_coding	414	666	610	540	1214	789
Gene_0804	protein_coding	1284	606	257	26	90	526
Gene_0805	protein_coding	60	45	103	56	96	20
Gene_0806	protein_coding	550	278	59	194	17	2149
Gene_0807	protein_coding	11	3240	166	0	0	0
Gene_0808	protein_coding	989	2035	1119	2577	3019	71
Gene_0809	protein_coding	340	766	664	515	831	897
Gene_0810	protein_coding	928	1179	807	1758	803	767
Gene_0811	protein_coding	1152	903	1652	1246	1779	951
Gene_0812	pseudogene	849	1410	762	439	618	1600
Gene_0813	protein_coding	3077	4241	1160	614	2758	933
Gene_0814	protein_coding	2159	108	469	319	1	772
Gene_0815	protein_coding	622	863	683	629	926	765
Gene_0816	protein_coding	245	184	263	216	198	189
Gene_0817	pseudogene	137	131	79	118	115	150
Gene_0818	protein_coding	143	297	636	606	496	285
Gene_0819	protein_coding	3706	243	1436	2893	1854	230
Gene_0820	protein_coding	1381	649	490	443	548	2724
Gene_0821	protein_coding	423	469	338	556	433	503
Gene_0822	protein_coding	1622	2112	729	1006	660	1670
Gene_0823	protein_coding	331	255	34	105	2	293
Gene_0824	protein_coding	62	118	65	528	580	298
Gene_0825	protein_coding	580	183	309	179	482	343
Gene_0826	pseudogene	217	2493	1472	2854	1872	2203
Gene_0827	protein_coding	378	882	408	739	196	346
Gene_0828	protein_coding	778	2353	989	1227	965	980
Gene_0829	protein_coding	321	31	67	21	199	552
Gene_0830	protein_coding	3793	1082	3180	1415	1005	4280
Gene_0831	protein_coding	2318	578	1636	404	1477	323
Gene_0832	protein_coding	366	291	654	493	371	932
Gene_0833	protein_coding	150	131	191	203	265	286
Gene_0834	protein_coding	864	631	788	443	340	681
Gene_0835	protein_coding	952	1029	1201	898	595	911
Gene_0836	protein_coding	668	375	518	364	1053	674
Gene_0837	protein_coding	1368	1522	830	5231	652	1964
Gene_0838	protein_coding	1189	1952	511	1067	961	1589
Gene_0839	pseudogene	499	352	518	382	831	216
Gene_0840	protein_coding	130	489	315	191	170	493
Gene_0841	lncRNA	2492	1361	916	570	574	850
Gene_0842	lncRNA	1988	3089	1638	5361	3773	5645
Gene_0843	protein_coding	445	2369	1146	1217	1696	850
Gene_0844	protein_coding	951	1024	1397	925	722	2149
Gene_0845	protein_coding	1450	628	404	894	307	827
Gene_0846	protein_coding	1562	3953	5439	1608	4293	718
Gene_0847	protein_coding	844	1423	1820	467	1170	673
Gene_0848	protein_coding	1136	2273	2089	1659	1723	1875
Gene_0849	lncRNA	161	87	133	21	118	1940
Gene_0850	protein_coding	1195	316	1046	1238	2033	1298
Gene_0851	protein_coding	3962	3849	2395	1661	378	2699
Gene_0852	lncRNA	0	38	0	146	17	7
Gene_0853	protein_coding	889	3420	2983	2931	3466	1610
Gene_0854	protein_coding	4522	545	3783	1374	5640	5601
Gene_0855	protein_coding	1232	301	283	937	1209	636
Gene_0856	protein_coding	242	244	312	652	401	253
Gene_0857	protein_coding	1231	1567	1974	1848	1610	800
Gene_0858	pseudogene	703	6438	809	2253	506	5752
Gene_0859	protein_coding	32	244	3893	218	670	233
Gene_0860	pseudogene	874	1105	540	387	969	1055
Gene_0861	pseudogene	239	738	166	399	431	950
Gene_0862	protein_coding	59	110	88	168	190	77
Gene_0863	protein_coding	1138	575	91	1399	1134	427
Gene_0864	protein_coding	114	120	204	41	53	49
Gene_0865	protein_coding	466	2072	3016	1626	1956	3292
Gene_0866	lncRNA	732	402	106	498	294	405
Gene_0867	protein_coding	474	168	654	203	603	442
Gene_0868	protein_coding	771	1103	406	1534	1338	1489
Gene_0869	protein_coding	2467	2707	4810	4812	3105	7125
Gene_0870	protein_coding	945	977	613	415	175	645
Gene_0871	lncRNA	37	651	65	255	386	218
Gene_0872	lncRNA	512	618	138	1033	669	652
Gene_0873	protein_coding	5	17	10	20	0	3
Gene_0874	lncRNA	227	154	30	365	87	68
Gene_0875	protein_coding	371	1328	1672	757	576	1029
Gene_0876	protein_coding	154	1764	179	2363	1544	3612
Gene_0877	protein_coding	815	523	968	1711	2163	474
Gene_0878	protein_coding	1607	1998	1280	994	1836	2078
Gene_0879	pseudogene	2668	2580	1969	1946	2117	3537
Gene_0880	protein_coding	1080	841	489	259	404	249
Gene_0881	pseudogene	469	409	482	632	570	734
Gene_0882	lncRNA	703	123	858	248	226	724
Gene_0883	protein_coding	64	21	38	104	255	159
Gene_0884	lncRNA	832	535	780	928	726	267
Gene_0885	pseudogene	926	928	1329	143	340	254
Gene_0886	protein_coding	615	2021	838	1320	2082	1804
Gene_0887	protein_coding	858	139	736	487	213	366
Gene_0888	protein_coding	352	371	546	638	478	973
Gene_0889	lncRNA	911	1686	341	934	1099	1060
Gene_0890	lncRNA	45	72	72	216	162	67
Gene_0891	protein_coding	2000	972	266	1190	2888	795
Gene_0892	protein_coding	482	328	615	628	805	1031
Gene_0893	protein_coding	3025	1667	2971	815	2932	1415
Gene_0894	protein_coding	2209	2037	1453	422	1866	5599
Gene_0895	protein_coding	1900	1441	2181	567	1024	1404
Gene_0896	pseudogene	610	315	249	139	639	229
Gene_0897	protein_coding	467	227	183	743	223	509
Gene_0898	protein_coding	1168	960	1251	750	914	662
Gene_0899	protein_coding	66	1403	259	500	1245	5486
Gene_0900	protein_coding	1449	1428	1719	889	1232	1661
Gene_0901	protein_coding	216	545	246	334	142	203
Gene_0902	protein_coding	353	133	142	135	306	293
Gene_0903	protein_coding	1114	943	1077	1292	872	325
Gene_0904	protein_coding	686	1177	269	1826	2652	556
Gene_0905	protein_coding	808	791	902	673	926	423
Gene_0906	pseudogene	1874	1110	659	2425	382	1145
Gene_0907	protein_coding	659	570	1261	653	360	896
Gene_0908	protein_coding	598	940	633	399	1649	716
Gene_0909	protein_coding	32	1929	52	900	582	4640
Gene_0910	protein_coding	458	91	820	82	480	745
Gene_0911	protein_coding	776	1187	850	333	715	1093
Gene_0912	protein_coding	1119	737	309	438	156	68
Gene_0913	pseudogene	1142	472	567	123	282	31
Gene_0914	pseudogene	1274	1300	1839	828	604	1803
Gene_0915	lncRNA	615	468	1738	317	2247	1556
Gene_0916	lncRNA	370	695	339	447	587	920
Gene_0917	pseudogene	2036	3261	2141	4459	5954	1410
Gene_0918	protein_coding	203	2946	969	3110	787	5143
Gene_0919	protein_coding	760	1712	1155	1892	717	817
