gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
n-TAcgc5	pseudogene	1102	1016	2524	438	875	757
T(6F3;10B2)40Dn	lncRNA	2550	2150	1503	2684	2807	1944
Gm36915	protein_coding	644	799	409	454	1124	922
LOC132444329	protein_coding	178	168	10	55	69	69
Gm53731	protein_coding	2507	2804	1739	2162	1737	2223
F630201L12Rik	protein_coding	248	205	203	204	446	439
Ndrg2	pseudogene	991	1948	1815	2142	890	300
Hadhb	protein_coding	383	266	223	395	403	356
LOC131384979	protein_coding	333	642	980	547	739	450
LOC131296076	lncRNA	535	815	584	584	676	798
LOC131389622	protein_coding	1083	1841	509	2283	1057	1724
Mlepq1	lncRNA	447	332	301	557	525	698
LOC131377312	protein_coding	262	121	394	126	427	260
LOC131392560	protein_coding	1134	929	246	480	735	414
LOC131378977	protein_coding	33	29	89	555	585	981
Gm33481	protein_coding	401	2346	508	1202	1371	43
LOC132441792	protein_coding	848	885	732	928	2145	305
Igsf9	protein_coding	1771	3582	2054	2386	3568	3079
4930520E11Rik	protein_coding	422	375	843	583	334	671
LOC128926190	protein_coding	1698	1959	725	997	1221	1266
LOC132409428	pseudogene	1178	488	667	1356	814	930
Gapdh	protein_coding	1051	1834	1373	733	1416	976
Gm13325	protein_coding	878	1168	405	464	370	216
LOC131390976	protein_coding	442	1572	2190	1042	2106	473
LOC131388629	lncRNA	510	400	281	895	465	900
Gm54002	protein_coding	1008	1374	1765	1786	1508	1136
Dice2	protein_coding	57	34	87	96	140	201
Gm30228	protein_coding	2048	2433	1827	728	1690	2076
Nras-ps2	protein_coding	2428	56	1543	265	967	147
In(9)26Rk-d	pseudogene	919	884	373	1087	578	131
2900083M14Rik	protein_coding	595	885	1189	602	694	636
2210416O15Rik	protein_coding	451	735	123	586	644	458
LOC132409036	protein_coding	2029	1701	1664	2278	1349	1016
LOC132410580	protein_coding	3039	1619	1399	1107	5788	675
LOC131375279	protein_coding	246	219	312	596	204	278
LOC131385710	pseudogene	291	522	413	1248	896	355
Gm10370	protein_coding	648	1567	3480	1025	628	2968
LOC131375347	lncRNA	23	174	442	159	744	94
LOC131376141	lncRNA	1099	1844	1298	390	1472	555
LOC131340055	lncRNA	1045	339	63	255	0	395
Kdnw2	protein_coding	893	739	381	431	786	469
Pou2f3-rs1	protein_coding	3019	818	210	1919	2305	2210
E030044B06Rik	protein_coding	1258	480	208	1281	1980	1652
4930486I03Rik	protein_coding	498	1886	833	903	474	1918
LOC128925939	protein_coding	567	379	271	684	460	551
Iap5rc15	protein_coding	408	908	454	616	182	1655
LOC131376232	protein_coding	603	837	442	1152	760	817
Gm46676	protein_coding	93	103	230	123	282	81
Sntb2	lncRNA	1051	207	1683	1342	135	2200
Gm35089	protein_coding	280	1056	2072	1189	1051	1187
LOC131387934	protein_coding	236	363	695	714	447	1162
Vmn1r-ps127	pseudogene	977	1701	3166	436	2044	1032
LOC131373653	protein_coding	892	450	1529	1271	896	228
AA591044	protein_coding	1031	1063	538	621	1201	3399
Gm6474	protein_coding	67	100	25	70	38	82
LOC131390536	protein_coding	649	658	1010	2685	2764	556
LOC131385792	protein_coding	1058	953	549	106	300	1235
Gm39583	protein_coding	527	423	340	448	488	773
Gm10736	protein_coding	422	227	150	302	345	297
Odad1	protein_coding	1066	557	1725	864	971	892
LOC131337406	pseudogene	1283	1639	745	1264	745	2231
Gm39936	protein_coding	209	204	134	252	361	196
Hbnr7	protein_coding	152	117	172	177	344	140
Tbc1d5	protein_coding	300	481	429	210	349	361
LOC131390401	protein_coding	1569	672	774	887	520	645
LOC131340529	pseudogene	1096	2282	279	1711	118	1399
LOC132408159	pseudogene	2448	784	253	1388	461	447
Gm38498	protein_coding	415	522	449	552	145	475
C81302	protein_coding	264	325	615	697	393	499
LOC131392476	protein_coding	1050	648	1074	1974	902	1504
LOC132443715	lncRNA	2849	2183	2444	2823	1619	1864
5930427J20Rik	protein_coding	790	784	568	460	673	1310
Gm22868	pseudogene	655	995	1153	782	783	537
LOC131379981	lncRNA	95	53	103	101	95	79
LOC131297049	protein_coding	482	141	278	605	1466	2165
Gm31937	protein_coding	82	48	47	86	49	100
Obox3	protein_coding	1208	438	647	509	1268	278
LOC131385209	protein_coding	351	717	777	818	184	492
Zfp638	protein_coding	1221	664	860	1011	704	1469
Thap11	protein_coding	496	672	496	843	430	564
LOC132443648	protein_coding	70	0	185	24	867	5
Phf3	lncRNA	567	256	416	550	224	304
LOC131338797	protein_coding	605	709	256	115	178	139
Rb(12.13)3Ct	protein_coding	853	123	478	180	203	764
Gm43305	protein_coding	61	136	114	97	62	44
Srp72	lncRNA	812	486	441	420	701	768
LOC131340686	protein_coding	234	171	405	119	489	428
Gm6548	protein_coding	1644	2360	1156	1224	2132	614
LOC131387580	protein_coding	173	230	164	120	180	104
Tas2r123	protein_coding	1625	1420	990	1949	742	279
Zfp948	protein_coding	855	443	56	116	350	60
LOC109280014	protein_coding	1482	431	133	409	1580	96
Sds	protein_coding	2853	2470	3476	6603	2171	6808
Mc5r	lncRNA	2307	331	1098	2213	1070	1070
AU018797	pseudogene	881	1381	564	1163	888	467
0610039K10Rik	protein_coding	355	623	317	570	440	299
Gm10389	protein_coding	1495	2137	1340	659	896	548
LOC131379073	protein_coding	251	422	1152	849	317	1551
Tse3	protein_coding	255	13	805	766	190	538
A230106O10Rik	protein_coding	509	110	266	103	174	437
Slc24a4	protein_coding	860	1203	2301	1396	671	860
Gm22116	protein_coding	3621	1007	3649	2095	562	1222
Gm11266	protein_coding	932	3734	1707	1469	890	786
LOC131386562	protein_coding	716	576	651	751	319	870
Gm10237	protein_coding	1247	1389	3069	1701	1031	719
LOC131296009	protein_coding	3001	2653	1642	1982	1528	1605
Gm34845	protein_coding	97	102	233	124	137	56
Gm30809	protein_coding	155	13	240	278	94	243
LOC132443318	protein_coding	71	327	85	316	22	735
Gm41734	protein_coding	412	372	447	295	436	317
AU015232	protein_coding	5	6276	357	25	17068	2
Nkiras2	protein_coding	2072	157	512	678	1159	1165
Gm7079	protein_coding	1383	1037	825	913	1143	1250
LOC132411477	protein_coding	4277	4320	7821	7815	7389	7992
Gm35514	protein_coding	619	0	174	0	3	2
Gm34535	protein_coding	290	113	268	63	540	151
LOC132408883	protein_coding	29	51	135	229	131	104
Pltr13	lncRNA	1611	5049	4163	2508	1991	1155
Gm40982	protein_coding	1803	1710	1881	1226	1668	1614
Eif4ebp2	protein_coding	1039	1083	996	496	286	458
Rbks	protein_coding	799	1421	449	1064	958	4720
LOC132442475	protein_coding	47	1535	1064	792	1249	510
Elane	lncRNA	69	1081	188	251	913	1944
LOC132412708	protein_coding	2508	1921	2642	1999	4059	2550
LOC131338426	protein_coding	385	488	367	228	417	340
LOC131372383	protein_coding	2254	355	571	426	801	1410
Csnk1g3	protein_coding	1246	1311	1696	2794	2519	2568
Gm17396	pseudogene	1105	1334	925	1401	982	1105
LOC131386825	pseudogene	863	769	844	538	443	754
Ano1	protein_coding	328	969	611	1560	5750	2575
Gm21070	pseudogene	79	366	300	856	244	451
Gm15462	lncRNA	2662	1447	1761	2317	1364	848
Taok3	protein_coding	226	406	595	436	555	544
Prxsh	protein_coding	1031	670	2134	339	546	206
Gm41515	protein_coding	904	1002	985	516	725	1145
Aprt-ps	protein_coding	366	221	558	507	480	317
LOC131296489	protein_coding	258	86	723	703	775	225
LOC131385947	protein_coding	571	874	454	1048	392	638
LOC132442103	protein_coding	2037	4745	3582	3470	3406	3146
LOC128926594	lncRNA	30	113	560	46	201	182
LOC132444813	pseudogene	409	225	255	784	1137	432
LOC131341588	protein_coding	2237	347	1911	2582	1791	1048
LOC132445379	lncRNA	997	680	331	309	410	760
Asah1	protein_coding	218	79	468	112	464	138
LOC128924699	lncRNA	219	1249	39	913	751	73
Tinag	protein_coding	907	1762	1009	611	1416	741
LOC131339453	protein_coding	548	1520	62	135	91	135
Bw19	lncRNA	378	315	993	313	252	209
LOC132443093	protein_coding	458	386	986	1137	1688	1178
4930488B04Rik	protein_coding	1725	941	1949	1814	1957	2312
Gm14154	lncRNA	2311	2471	3326	1058	1012	400
LOC131295294	protein_coding	1042	566	3900	3490	466	879
Gm18352	protein_coding	2714	3075	4303	3136	3060	2204
LOC131341345	protein_coding	8	3687	0	6313	728	1275
Gm32776	protein_coding	3466	327	885	1852	1719	1326
LOC132442681	protein_coding	770	303	917	1086	602	879
LOC132443190	protein_coding	3200	1481	1078	1138	2875	1992
LOC131387452	protein_coding	1124	982	714	572	662	550
Gm18675	protein_coding	47	117	83	34	182	377
Actvty1	protein_coding	1273	739	175	874	277	476
Bmd7	lncRNA	1114	826	122	1427	142	2472
Atp6v1f	protein_coding	252	1679	1176	1057	1190	1587
Gm18831	pseudogene	3087	1226	265	3184	1694	1304
LOC131379362	protein_coding	1007	890	1613	1219	2778	1239
Gm41669	lncRNA	1864	1513	1687	1746	1945	1335
LOC128924995	protein_coding	406	990	652	510	474	1303
Gm10435	protein_coding	767	3163	3179	223	2087	3576
D13Die45	protein_coding	1212	463	938	826	934	846
Rb(16.17)32Lub	protein_coding	722	489	1305	1460	818	2722
4921534H16Rik	protein_coding	731	282	1059	646	672	1069
LOC128926824	protein_coding	1544	1606	772	372	459	335
LOC131373846	lncRNA	197	196	124	510	57	64
LOC131296562	lncRNA	1549	239	523	508	333	558
LOC131389100	protein_coding	36	415	138	0	1	52
Mir3474	protein_coding	219	430	383	201	629	692
LOC131295787	protein_coding	640	221	105	3538	5428	811
LOC131391827	pseudogene	320	286	1319	508	275	361
Adam28	pseudogene	1621	1014	2102	955	1533	597
Gm13104	protein_coding	873	1803	200	795	465	404
Earheal2	lncRNA	142	74	236	321	465	123
LOC128926503	protein_coding	1789	1436	399	195	581	1759
Mir291a	protein_coding	2035	456	1603	1393	736	1857
LOC131392640	protein_coding	1596	407	989	560	1064	403
LOC131377660	lncRNA	141	797	1842	201	423	516
Mir6414	protein_coding	2155	2954	846	788	818	596
Eae39	protein_coding	620	411	609	731	248	824
Tia1	protein_coding	1961	903	821	1168	566	3502
LOC131372239	protein_coding	54	92	43	89	60	70
Atp1a2	protein_coding	1599	5241	1323	1595	2631	2682
1700001D01Rik	lncRNA	345	1376	1124	114	1457	908
Cacnb3	lncRNA	937	722	899	469	1061	977
Snx9	protein_coding	1039	1546	2184	5494	3480	274
Gm38556	protein_coding	368	597	454	816	181	547
epf	lncRNA	3402	5200	4406	3772	2128	1409
LOC131295760	protein_coding	382	232	153	206	132	118
Gm15351	protein_coding	2797	2138	3460	2217	2856	812
LOC131371896	protein_coding	309	549	503	405	958	675
Gm23274	protein_coding	1482	783	495	945	1417	720
LOC109279866	protein_coding	976	668	1051	641	1499	884
LOC131377906	protein_coding	608	655	1222	1084	683	241
Gm21281	protein_coding	0	0	0	128	11	21
LOC132443903	protein_coding	1843	327	592	361	1999	237
Gm52184	protein_coding	1183	730	5288	1727	709	2129
Wdr74	protein_coding	1260	1340	2327	1765	1303	2469
LOC132412422	lncRNA	273	173	296	1062	912	1188
D17Mit129	protein_coding	938	407	796	1261	1574	1294
LOC131295183	protein_coding	1528	143	2252	2422	1505	2341
LOC131337454	protein_coding	1936	900	1000	1538	1317	780
Apex1	protein_coding	2785	825	2018	2889	173	97
Gm40491	protein_coding	331	431	6627	344	3410	7444
D2Ggc4e	pseudogene	758	383	173	799	1552	1047
Ndufaf8	pseudogene	436	285	428	761	1104	346
LOC128926631	pseudogene	287	165	900	652	378	324
Gm14985	protein_coding	81	518	562	203	784	622
Rrsv	protein_coding	984	600	2242	1511	4687	325
Fxn	protein_coding	532	313	553	245	359	415
LOC131340986	protein_coding	422	553	183	552	760	490
Ceacam2	protein_coding	654	337	1582	1171	1300	1060
LOC131386552	lncRNA	698	996	1670	592	826	310
LOC132411975	pseudogene	278	246	164	382	175	200
Gm22656	protein_coding	1170	286	1383	1133	963	907
Gm13383	protein_coding	7	44	43	2	10	164
Gm34457	pseudogene	41	288	68	224	119	268
Gm11379	lncRNA	814	310	152	719	213	210
LOC131341894	protein_coding	1478	2174	1429	989	2277	1251
Gf1	protein_coding	1669	931	1001	3623	473	1728
Polr3f	lncRNA	1014	731	528	614	1132	1005
LOC131388527	pseudogene	3651	1469	1295	1780	2238	1518
Gm31157	protein_coding	3	26	266	8	1620	2
Syt4	protein_coding	119	401	1341	242	1232	488
LOC132410822	protein_coding	4362	1798	1	973	5	1
Gm23508	protein_coding	106	270	76	92	40	80
Thbs2	protein_coding	135	181	515	88	284	157
Gm33381	protein_coding	1143	850	111	691	468	611
LOC132444729	protein_coding	487	1571	3036	850	653	1112
Cd47	protein_coding	903	236	527	375	392	444
LOC131296443	protein_coding	1318	1236	976	1705	1379	1134
Prh1	pseudogene	265	259	291	153	320	217
LOC132407856	pseudogene	1440	1511	1132	1334	1164	1290
1700057D03Rik	pseudogene	2417	493	2387	501	2603	1319
Gm15232	protein_coding	2722	2096	362	1992	2133	1489
Rgs10	protein_coding	221	124	23	715	857	59
LOC131372495	protein_coding	1460	2052	1083	1411	1701	2436
4933400C23Rik	protein_coding	1261	968	1533	1554	1423	1438
Ints14	protein_coding	640	597	697	517	1139	78
2510017J16Rik	pseudogene	148	57	102	352	99	41
Gm40110	protein_coding	3018	1533	728	762	195	888
Iap5rc19	protein_coding	206	165	50	269	64	642
Gm34632	protein_coding	440	144	65	2531	811	497
Gm6053	protein_coding	105	104	160	266	174	197
D9Mit230	protein_coding	6239	645	811	33	1951	4028
C230057M02Rik	protein_coding	547	566	518	518	751	230
LOC131386310	protein_coding	549	444	791	296	1200	648
Gm22247	protein_coding	855	1419	2219	1081	4077	1448
Pcdhb11	protein_coding	272	626	2505	302	175	443
LOC131378123	pseudogene	1173	1434	820	2589	1776	1659
Gm12814	pseudogene	5064	298	2628	385	1697	3888
LOC131374692	lncRNA	1133	805	520	1557	391	775
Dpm1	pseudogene	911	653	1357	326	565	670
LOC128925327	protein_coding	4125	1682	2573	7595	2550	1962
Ctsa	protein_coding	431	469	953	73	266	152
Xmmv14	protein_coding	1617	484	565	462	687	1346
Gm42294	protein_coding	100	349	312	487	395	793
Gm12508	protein_coding	2854	2609	1956	812	813	864
Gm54108	protein_coding	32	508	1046	366	4865	260
Vmmt19	protein_coding	554	464	425	581	699	517
LOC131376229	protein_coding	78	156	377	317	149	120
Aqp10-ps	protein_coding	407	130	156	925	165	62
LOC131392683	protein_coding	1359	1665	1956	1566	774	1363
Prkcb	lncRNA	2361	1364	1275	2478	1295	2198
Gm36586	protein_coding	328	387	679	448	619	686
LOC131374229	protein_coding	2874	1844	2203	1253	2049	1088
Rb(1.18)10Rma	protein_coding	2847	2138	1349	3685	1488	2065
Gm52193	protein_coding	46	132	0	188	1057	487
LOC131339490	protein_coding	3128	2715	1537	626	827	2211
Gm13192	protein_coding	1218	260	1084	338	289	311
Gm16503	protein_coding	1030	471	478	441	595	529
Gm41440	lncRNA	479	747	561	723	844	772
Gm4251	protein_coding	441	823	946	871	613	1607
Gcnt7	pseudogene	1493	1442	1764	2157	1340	1725
Gm33035	lncRNA	160	45	138	221	622	174
LOC131387381	protein_coding	414	666	610	540	1214	789
Gm16082	protein_coding	1284	606	257	26	90	526
Gm20367	protein_coding	60	45	103	56	96	20
Gm36457	protein_coding	550	278	59	194	17	2149
Rpl5-ps2	protein_coding	11	3240	166	0	0	0
Gm36883	protein_coding	989	2035	1119	2577	3019	71
LOC131389352	protein_coding	340	766	664	515	831	897
Mir6973b	protein_coding	928	1179	807	1758	803	767
Trav3-2	protein_coding	1152	903	1652	1246	1779	951
Gm21855	pseudogene	849	1410	762	439	618	1600
Ube2srt	protein_coding	3077	4241	1160	614	2758	933
LOC132409031	protein_coding	2159	108	469	319	1	772
LOC131371571	protein_coding	622	863	683	629	926	765
DXMit189	protein_coding	245	184	263	216	198	189
AI256787	pseudogene	137	131	79	118	115	150
Gm53501	protein_coding	143	297	636	606	496	285
LOC131341103	protein_coding	3706	243	1436	2893	1854	230
Gm16555	protein_coding	1381	649	490	443	548	2724
LOC131339597	protein_coding	423	469	338	556	433	503
BB211804	protein_coding	1622	2112	729	1006	660	1670
LOC131295592	protein_coding	331	255	34	105	2	293
Gm26488	protein_coding	62	118	65	528	580	298
Gm33008	protein_coding	580	183	309	179	482	343
Rps2-ps3	pseudogene	217	2493	1472	2854	1872	2203
Gm39801	protein_coding	378	882	408	739	196	346
LOC132408051	protein_coding	778	2353	989	1227	965	980
Gm20866	protein_coding	321	31	67	21	199	552
LOC131339667	protein_coding	3793	1082	3180	1415	1005	4280
Dxcp2	protein_coding	2318	578	1636	404	1477	323
Hs3st3b1	protein_coding	366	291	654	493	371	932
Gm36913	protein_coding	150	131	191	203	265	286
LOC131391512	protein_coding	864	631	788	443	340	681
Bgeq8	protein_coding	952	1029	1201	898	595	911
Gm35687	protein_coding	668	375	518	364	1053	674
Gm40930	protein_coding	1368	1522	830	5231	652	1964
D4Mit201	protein_coding	1189	1952	511	1067	961	1589
D7Mit342	pseudogene	499	352	518	382	831	216
Elyms1	protein_coding	130	489	315	191	170	493
Tfdp2	lncRNA	2492	1361	916	570	574	850
LOC132412243	lncRNA	1988	3089	1638	5361	3773	5645
Gm6228	protein_coding	445	2369	1146	1217	1696	850
LOC131376177	protein_coding	951	1024	1397	925	722	2149
LOC128924693	protein_coding	1450	628	404	894	307	827
D5Mit367	protein_coding	1562	3953	5439	1608	4293	718
Pcdh8	protein_coding	844	1423	1820	467	1170	673
LOC131388910	protein_coding	1136	2273	2089	1659	1723	1875
Gm14348	lncRNA	161	87	133	21	118	1940
Gm35419	protein_coding	1195	316	1046	1238	2033	1298
2210402A03Rik	protein_coding	3962	3849	2395	1661	378	2699
T(6;10)18Ad	lncRNA	0	38	0	146	17	7
A430103D13Rik	protein_coding	889	3420	2983	2931	3466	1610
Adip14	protein_coding	4522	545	3783	1374	5640	5601
Rb(11.13)4Bnr	protein_coding	1232	301	283	937	1209	636
Rn7s9	protein_coding	242	244	312	652	401	253
LOC131337920	protein_coding	1231	1567	1974	1848	1610	800
Lsm5	pseudogene	703	6438	809	2253	506	5752
B930059L03Rik	protein_coding	32	244	3893	218	670	233
LOC132440796	pseudogene	874	1105	540	387	969	1055
Gm20858	pseudogene	239	738	166	399	431	950
LOC128926761	protein_coding	59	110	88	168	190	77
LOC131340042	protein_coding	1138	575	91	1399	1134	427
Tjap1	protein_coding	114	120	204	41	53	49
Gm18389	protein_coding	466	2072	3016	1626	1956	3292
Gm18359	lncRNA	732	402	106	498	294	405
Gm46474	protein_coding	474	168	654	203	603	442
Gm16793	protein_coding	771	1103	406	1534	1338	1489
LOC131340402	protein_coding	2467	2707	4810	4812	3105	7125
LOC131337978	protein_coding	945	977	613	415	175	645
Gm41378	lncRNA	37	651	65	255	386	218
Abhd17b	lncRNA	512	618	138	1033	669	652
Gm12532	protein_coding	5	17	10	20	0	3
Cplaq3	lncRNA	227	154	30	365	87	68
Echdc1	protein_coding	371	1328	1672	757	576	1029
Gm10415	protein_coding	154	1764	179	2363	1544	3612
Eae35	protein_coding	815	523	968	1711	2163	474
Gm41400	protein_coding	1607	1998	1280	994	1836	2078
LOC131391150	pseudogene	2668	2580	1969	1946	2117	3537
LOC128925770	protein_coding	1080	841	489	259	404	249
Vma21-ps	pseudogene	469	409	482	632	570	734
Adamts18	lncRNA	703	123	858	248	226	724
Gm33533	protein_coding	64	21	38	104	255	159
Prss8	lncRNA	832	535	780	928	726	267
Mtfmt	pseudogene	926	928	1329	143	340	254
Gm52336	protein_coding	615	2021	838	1320	2082	1804
Gm53894	protein_coding	858	139	736	487	213	366
D4Ertd151e	protein_coding	352	371	546	638	478	973
Ccne2	lncRNA	911	1686	341	934	1099	1060
Gm29779	lncRNA	45	72	72	216	162	67
D8Mit200	protein_coding	2000	972	266	1190	2888	795
LOC131385480	protein_coding	482	328	615	628	805	1031
Mup7	protein_coding	3025	1667	2971	815	2932	1415
LOC132442255	protein_coding	2209	2037	1453	422	1866	5599
LOC132442839	protein_coding	1900	1441	2181	567	1024	1404
LOC132409479	pseudogene	610	315	249	139	639	229
D3Mit55	protein_coding	467	227	183	743	223	509
LOC132409060	protein_coding	1168	960	1251	750	914	662
Gm26739	protein_coding	66	1403	259	500	1245	5486
LOC131339072	protein_coding	1449	1428	1719	889	1232	1661
Gm14502	protein_coding	216	545	246	334	142	203
9230009I02Rik	protein_coding	353	133	142	135	306	293
Gpr4	protein_coding	1114	943	1077	1292	872	325
Gm41794	protein_coding	686	1177	269	1826	2652	556
LOC131391574	protein_coding	808	791	902	673	926	423
LOC131338750	pseudogene	1874	1110	659	2425	382	1145
Ossc2	protein_coding	659	570	1261	653	360	896
Tmem150cos	protein_coding	598	940	633	399	1649	716
LOC131337751	protein_coding	32	1929	52	900	582	4640
Gbx2	protein_coding	458	91	820	82	480	745
LOC132412309	protein_coding	776	1187	850	333	715	1093
LOC131374708	protein_coding	1119	737	309	438	156	68
Gm13611	pseudogene	1142	472	567	123	282	31
Exoc1	pseudogene	1274	1300	1839	828	604	1803
LOC131389205	lncRNA	615	468	1738	317	2247	1556
LOC131385016	lncRNA	370	695	339	447	587	920
LOC132412516	pseudogene	2036	3261	2141	4459	5954	1410
6330522J23Rik	protein_coding	203	2946	969	3110	787	5143
Akirin1-ps	protein_coding	760	1712	1155	1892	717	817
BC049715	protein_coding	412	42	94	345	16	256
Gm46102	lncRNA	303	191	197	271	651	13
